paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[1437],Compound 174,,,,False,"Size (nm): 61.4, PDI: 0.12, EE (%): 98.52, pKa: n.d."
[1437],Compound 175,,,,False,"Size (nm): 65.4, PDI: 0.2, EE (%): 93.23, pKa: n.d."
[1437],MC3,,,,False,"Size (nm): 79.7, PDI: 0.11, EE (%): 97.3, pKa: n.d."
[1437],Compound 18#,,,,False,"Size (nm): 73.7, PDI: 0.14, EE (%): 96.95, Endotoxin (EU/mL): <1, Apparent pKa: 6.56"
[1437],Compound 25#,,,,False,"Size (nm): 69.7, PDI: 0.14, EE (%): 97.92, Endotoxin (EU/mL): 1.8, Apparent pKa: 6.68"
[1437],Compound 30#,,,,False,"Size (nm): 76.3, PDI: 0.13, EE (%): 96.32, Endotoxin (EU/mL): <1, Apparent pKa: 6.75"
[1437],Compound 108#,,,,False,"Size (nm): 89.6, PDI: 0.22, EE (%): 95.38, Endotoxin (EU/mL): <1, Apparent pKa: 7.17"
[1437],Compound 109#,,,,False,"Size (nm): 75, PDI: 0.099, EE (%): 98.29, Endotoxin (EU/mL): <1, Apparent pKa: 6.78"
[1437],Compound 110#,,,,False,"Size (nm): 73.3, PDI: 0.24, EE (%): 92.39, Endotoxin (EU/mL): <1, Apparent pKa: 8.03"
[1437],Compound 111#,,,,False,"Size (nm): 93.3, PDI: 0.13, EE (%): 91.23, Endotoxin (EU/mL): 1.4, Apparent pKa: 7.13"
[1437],Compound 112#,,,,False,"Size (nm): 60.6, PDI: 0.21, EE (%): 96.40, Endotoxin (EU/mL): 1.8, Apparent pKa: 7.78"
[1437],Compound 60#,,,,False,"Size (nm): 88.9, PDI: 0.15, EE (%): 95.20, Endotoxin (EU/mL): <1, Apparent pKa: 6.73"
[1437],Compound 122#,,,,False,"Size (nm): 70.2, PDI: 0.12, EE (%): 96.27, Endotoxin (EU/mL): 1.2, Apparent pKa: 6.83"
[1437],MC3#,,,,False,"Size (nm): 57.7, PDI: 0.12, EE (%): 99.01, Endotoxin (EU/mL): <1, Apparent pKa: 6.35"
[1438],Compound 4,,,,False,Total Flux (3 hours): 1.37E+11
[1438],Compound 28,,,,False,Total Flux (3 hours): 8.98E+10
[1438],Compound 32,,,,False,Total Flux (3 hours): 8.65E+10
[1438],Compound 48,,,,False,Total Flux (3 hours): 8.73E+10
[1438],Compound 66,,,,False,Total Flux (3 hours): 9.66E+10
[1438],Compound 128,,,,False,Total Flux (3 hours): 1.04E+11
[1438],Compound 135,,,,False,Total Flux (3 hours): 1.24E+11
[1438],Compound 2,,,,False,Total Flux (3 hours): 1.93E+10
[1438],Compound 3,,,,False,Total Flux (3 hours): 6.55E+10
[1438],Compound 18,,,,False,Total Flux (3 hours): 1.71E+10
[1438],Compound 19,,,,False,Total Flux (3 hours): 3.38E+10
[1438],Compound 20,,,,False,Total Flux (3 hours): 1.71E+10
[1438],Compound 24,,,,False,Total Flux (3 hours): 1.72E+10
[1438],Compound 26,,,,False,Total Flux (3 hours): 6.75E+10
[1438],Compound 25,,,,False,Total Flux (3 hours): 2.27E+10
[1438],Compound 27,,,,False,Total Flux (3 hours): 1.64E+10
[1438],Compound 31,,,,False,Total Flux (3 hours): 4.19E+10
[1438],Compound 33,,,,False,Total Flux (3 hours): 6.53E+10
[1438],Compound 47,,,,False,Total Flux (3 hours): 6.55E+10
[1438],Compound 49,,,,False,Total Flux (3 hours): 4.48E+10
[1438],Compound 50,,,,False,Total Flux (3 hours): 3.81E+10
[1438],Compound 53,,,,False,Total Flux (3 hours): 1.91E+10
[1438],Compound 54,,,,False,Total Flux (3 hours): 5.36E+10
[1438],Compound 55,,,,False,Total Flux (3 hours): 5.07E+10
[1438],Compound 60,,,,False,Total Flux (3 hours): 7.91E+10
[1438],Compound 61,,,,False,Total Flux (3 hours): 6.54E+10
[1438],Compound 65,,,,False,Total Flux (3 hours): 6.56E+10
[1438],Compound 67,,,,False,Total Flux (3 hours): 4.24E+10
[1438],Compound 68,,,,False,Total Flux (3 hours): 5.22E+10
[1438],Compound 70,,,,False,Total Flux (3 hours): 4.70E+10
[1438],Compound 72,,,,False,Total Flux (3 hours): 1.73E+10
[1438],Compound 74,,,,False,Total Flux (3 hours): 3.27E+10
[1438],Compound 75,,,,False,Total Flux (3 hours): 3.51E+10
[1438],Compound 96,,,,False,Total Flux (3 hours): 4.54E+10
[1438],Compound 111,,,,False,Total Flux (3 hours): 1.89E+10
[1438],Compound 122,,,,False,Total Flux (3 hours): 3.64E+10
[1438],Compound 130,,,,False,Total Flux (3 hours): 6.26E+10
[1438],Compound 133,,,,False,Total Flux (3 hours): 3.32E+10
[1438],Compound 134,,,,False,Total Flux (3 hours): 2.01E+10
[1438],Compound 143,,,,False,Total Flux (3 hours): 1.76E+10
[1438],Compound 147,,,,False,Total Flux (3 hours): 3.24E+10
[1438],Compound 148,,,,False,Total Flux (3 hours): 6.28E+10
[1438],Compound 150,,,,False,Total Flux (3 hours): 1.66E+10
[1438],Compound 151,,,,False,Total Flux (3 hours): 5.63E+10
[1438],Compound 153,,,,False,Total Flux (3 hours): 1.69E+10
[1438],Compound 9,,,,False,Total Flux (3 hours): 1.43E+08
[1438],Compound 17,,,,False,Total Flux (3 hours): 7.72E+06
[1438],Compound 57,,,,False,Total Flux (3 hours): 6.69E+06
[1438],Compound 58,,,,False,Total Flux (3 hours): 5.69E+05
[1438],Compound 59,,,,False,Total Flux (3 hours): 2.75E+05
[1438],Compound 121,,,,False,Total Flux (3 hours): 1.29E+06
[1438],Compound 125,,,,False,Total Flux (3 hours): 2.44E+05
[1438],Compound 137,,,,False,Total Flux (3 hours): 3.77E+05
[1438],Compound 140,,,,False,Total Flux (3 hours): 3.74E+06
[1438],Compound 141,,,,False,Total Flux (3 hours): 2.16E+06
[1438],Compound 158,,,,False,Total Flux (3 hours): 2.69E+05
[1438],MC3,,,,False,Total Flux (3 hours): 1.58E+10
[1439],Compound 48,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 10.0
[1439],Compound 49,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 9.81
[1439],Compound 50,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 6.81
[1439],Compound 54,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 3.80
[1439],Compound 55,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.52
[1439],Compound 108,,,,False,"Fold increase in total body Luc Flux relative to MC3 at 6 h (i.v.): 0.4, (i.m.): 14.2"
[1439],Compound 168,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 16.0
[1439],Compound 66,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 8.20
[1439],Compound 133,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 4.39
[1439],Compound 134,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 4.16
[1439],Compound 135,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 15.2
[1439],Compound 147,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 6.83
[1439],Compound 96,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 6.3
[1439],Compound 148,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.6
[1439],Compound 151,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 3.7
[1439],Compound 1,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.40
[1439],Compound 2,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.31
[1439],Compound 3,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.24
[1439],Compound 4,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.31
[1439],Compound 5,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.005
[1439],Compound 6,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.15
[1439],Compound 16,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.02
[1439],Compound 18,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 3.22
[1439],Compound 19,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.96
[1439],Compound 20,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.80
[1439],Compound 24,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.67
[1439],Compound 25,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.89
[1439],Compound 26,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 4.24
[1439],Compound 27,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.31
[1439],Compound 28,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.46
[1439],Compound 29,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.78
[1439],Compound 30,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.49
[1439],Compound 31,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.21
[1439],Compound 32,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.39
[1439],Compound 33,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.74
[1439],Compound 34,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.34
[1439],Compound 35,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.028
[1439],Compound 36,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.004
[1439],Compound 51,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.025
[1439],Compound 53,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.11
[1439],Compound 56,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.733
[1439],Compound 57,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.00056
[1439],Compound 58,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.00007
[1439],Compound 59,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.00003
[1439],Compound 65,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 3.16
[1439],Compound 67,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 2.08
[1439],Compound 68,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 3.68
[1439],Compound 71,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.418
[1439],Compound 73,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.48
[1439],Compound 74,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.005
[1439],Compound 127,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.094
[1439],Compound 128,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 4.05
[1439],Compound 129,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.203
[1439],Compound 130,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 4.02
[1439],Compound 131,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.13
[1439],Compound 132,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.212
[1439],Compound 101,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.022
[1439],Compound 103,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.291
[1439],Compound 145,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.983
[1439],Compound 146,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 0.013
[1439],MC3,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h: 1.00
[1439],Compound 109,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.v.): 0.3
[1439],Compound 111,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.v.): 2.6
[1439],Compound 169,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 3.3
[1439],Compound 170,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 5.3
[1439],Compound 173,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 0.6
[1439],Compound 174,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 0.2
[1439],Compound 175,,,,False,Fold increase in total body Luc Flux relative to MC3 at 6 h (i.m.): 0.1
[1440],Compound 3,,,,False,Flux in the liver: 1.39E+10
[1440],Compound 28,,,,False,Flux in the liver: 1.22E+10
[1440],Compound 33,,,,False,Flux in the liver: 1.78E+10
[1440],Compound 48,,,,False,Flux in the liver: 1.08E+10
[1440],Compound 96,,,,False,Flux in the liver: 1.56E+10
[1440],Compound 135,,,,False,Flux in the liver: 1.65E+10
[1440],Compound 2,,,,False,Flux in the liver: 4.87E+09
[1440],Compound 4,,,,False,Flux in the liver: 5.26E+09
[1440],Compound 6,,,,False,Flux in the liver: 1.09E+09
[1440],Compound 7,,,,False,Flux in the liver: 2.49E+09
[1440],Compound 18,,,,False,Flux in the liver: 2.76E+09
[1440],Compound 20,,,,False,Flux in the liver: 1.84E+09
[1440],Compound 24,,,,False,Flux in the liver: 4.19E+09
[1440],Compound 25,,,,False,Flux in the liver: 2.41E+09
[1440],Compound 26,,,,False,Flux in the liver: 2.90E+09
[1440],Compound 30,,,,False,Flux in the liver: 2.68E+09
[1440],Compound 31,,,,False,Flux in the liver: 5.17E+09
[1440],Compound 32,,,,False,Flux in the liver: 8.52E+09
[1440],Compound 34,,,,False,Flux in the liver: 2.08E+09
[1440],Compound 47,,,,False,Flux in the liver: 4.86E+09
[1440],Compound 49,,,,False,Flux in the liver: 5.68E+09
[1440],Compound 50,,,,False,Flux in the liver: 6.30E+09
[1440],Compound 53,,,,False,Flux in the liver: 2.02E+09
[1440],Compound 54,,,,False,Flux in the liver: 5.57E+09
[1440],Compound 55,,,,False,Flux in the liver: 1.92E+09
[1440],Compound 56,,,,False,Flux in the liver: 1.04E+09
[1440],Compound 60,,,,False,Flux in the liver: 1.54E+09
[1440],Compound 65,,,,False,Flux in the liver: 9.56E+09
[1440],Compound 67,,,,False,Flux in the liver: 3.60E+09
[1440],Compound 68,,,,False,Flux in the liver: 8.42E+09
[1440],Compound 74,,,,False,Flux in the liver: 1.99E+09
[1440],Compound 75,,,,False,Flux in the liver: 1.45E+09
[1440],Compound 111,,,,False,Flux in the liver: 4.83E+09
[1440],Compound 113,,,,False,Flux in the liver: 1.11E+09
[1440],Compound 122,,,,False,Flux in the liver: 2.63E+09
[1440],Compound 128,,,,False,Flux in the liver: 5.98E+09
[1440],Compound 130,,,,False,Flux in the liver: 8.17E+09
[1440],Compound 133,,,,False,Flux in the liver: 2.94E+09
[1440],Compound 134,,,,False,Flux in the liver: 1.73E+09
[1440],Compound 143,,,,False,Flux in the liver: 1.76E+09
[1440],Compound 147,,,,False,Flux in the liver: 5.24E+09
[1440],Compound 148,,,,False,Flux in the liver: 4.39E+09
[1440],Compound 149,,,,False,Flux in the liver: 1.11E+09
[1440],Compound 150,,,,False,Flux in the liver: 1.54E+09
[1440],Compound 151,,,,False,Flux in the liver: 4.72E+09
[1440],Compound 153,,,,False,Flux in the liver: 1.18E+09
[1440],Compound 157,,,,False,Flux in the liver: 2.27E+09
[1440],Compound 58,,,,False,Flux in the liver: 8.71E+04
[1440],Compound 59,,,,False,Flux in the liver: 2.87E+05
[1440],Compound 137,,,,False,Flux in the liver: 6.48E+04
[1440],Compound 141,,,,False,Flux in the liver: 1.59E+05
[1440],MC3,,,,False,Flux in the liver: 2.57E+09
[1440],Compound 4,,,,False,Flux in the spleen: 4.09E+08
[1440],Compound 7,,,,False,Flux in the spleen: 4.83E+08
[1440],Compound 33,,,,False,Flux in the spleen: 3.77E+08
[1440],Compound 48,,,,False,Flux in the spleen: 3.49E+08
[1440],Compound 108,,,,False,Flux in the spleen: 7.82E+08
[1440],Compound 129,,,,False,Flux in the spleen: 5.09E+08
[1440],Compound 130,,,,False,Flux in the spleen: 1.35E+09
[1440],Compound 148,,,,False,Flux in the spleen: 2.71E+09
[1440],Compound 9,,,,False,Flux in the spleen: 5.51E+04
[1440],Compound 59,,,,False,Flux in the spleen: 9.68E+04
[1440],Compound 124,,,,False,Flux in the spleen: 8.06E+04
[1440],Compound 141,,,,False,Flux in the spleen: 6.29E+04
[1441],Compound 2,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.55E+06, at 0.01 mpk Dose: 6.16E+07"
[1441],Compound 3,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.58E+06, at 0.01 mpk Dose: 4.95E+07"
[1441],Compound 5,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 9.84E+05, at 0.01 mpk Dose: 3.55E+06"
[1441],Compound 7,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.65E+06, at 0.01 mpk Dose: 7.48E+07"
[1441],Compound 8,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 7.81E+05, at 0.01 mpk Dose: 3.32E+06"
[1441],Compound 12,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 8.02E+04, at 0.01 mpk Dose: 8.90E+05"
[1441],Compound 18,,,,False,Total flux (p/s) at 0.01 mpk Dose: 8.84E+07
[1441],Compound 19,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.28E+06, at 0.01 mpk Dose: 2.96E+07"
[1441],Compound 20,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.59E+07, at 0.01 mpk Dose: 9.72E+07"
[1441],Compound 23,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 8.27E+06, at 0.01 mpk Dose: 2.20E+06"
[1441],Compound 24,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.78E+06, at 0.01 mpk Dose: 3.97E+07"
[1441],Compound 25,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.53E+06, at 0.01 mpk Dose: 9.96E+07"
[1441],Compound 26,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 3.90E+06, at 0.01 mpk Dose: 6.13E+07"
[1441],Compound 27,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.55E+06, at 0.01 mpk Dose: 3.17E+07"
[1441],Compound 28,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 6.73E+05, at 0.01 mpk Dose: 5.56E+06"
[1441],Compound 29,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 7.64E+05, at 0.01 mpk Dose: 1.12E+07"
[1441],Compound 30,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.47E+06, at 0.01 mpk Dose: 3.77E+07"
[1441],Compound 32,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 7.37E+05, at 0.01 mpk Dose: 1.03E+07"
[1441],Compound 35,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.45E+06, at 0.01 mpk Dose: 8.12E+06"
[1441],Compound 48,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 4.69E+05, at 0.01 mpk Dose: 8.78E+06"
[1441],Compound 50,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 6.56E+05, at 0.01 mpk Dose: 1.13E+07"
[1441],Compound 57,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 1.16E+05, at 0.01 mpk Dose: 2.23E+05"
[1441],Compound 137,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 7.57E+04, at 0.01 mpk Dose: 8.09E+04"
[1441],Compound 138,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.72E+05, at 0.01 mpk Dose: 1.19E+06"
[1441],Compound 140,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.03E+05, at 0.01 mpk Dose: 6.09E+05"
[1441],Compound 144,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.72E+06, at 0.01 mpk Dose: 2.18E+07"
[1441],MC3,,,,False,"Total flux (p/s) at 0.001 mpk Dose: 2.76E+06, at 0.01 mpk Dose: 3.68E+07"
[1442],Compound 108,,,,False,Exhibited the highest expression in Table 5B.
[1442],MC3,,,,False,Reference compound in Table 5B.
[1442],Compound 60,,,,False,
[1442],Compound 69,,,,False,
[1442],Compound 109,,,,False,
[1442],Compound 110,,,,False,
[1442],Compound 111,,,,False,
[1442],Compound 112,,,,False,
[1442],Compound 114,,,,False,
[1442],Compound 121,,,,False,
[1442],Compound 122,,,,False,
[1442],Compound 123,,,,False,
[1443],MC3,,,,False,Reference compound in Table 6.
[1443],Compound 20,,,,False,Displayed the highest fold increase in Luc expression upon intramuscular administration in Table 6.
[1443],Compound 18,,,,False,Displayed the highest fold increase upon intravenous administration in Table 6.
[1443],Compound 26,,,,False,Displayed the highest fold increase upon intravenous administration in Table 6.
[1443],Compound 3,,,,False,
[1443],Compound 29,,,,False,
[1444],MC3,,,,False,Standard formulation tested in Table 7.
[1444],PBS,,,,False,Control tested in Table 7.
[1444],Compound 1,,,,False,IL-6 induction was highest for compositions including this compound in Table 7.
[1444],Compound 3,,,,False,IL-6 induction was highest and IP-10 induction was highest for compositions including this compound in Table 7.
[1444],Compound 9,,,,False,IL-6 induction was highest for compositions including this compound in Table 7.
[1444],Compound 19,,,,False,IL-6 induction was highest for compositions including this compound in Table 7.
[1444],Compound 26,,,,False,IL-6 induction was highest and IP-10 induction was highest for compositions including this compound in Table 7.
[1444],Compound 4,,,,False,IL-6 induction was lowest and IP-10 induction was highest for compositions including this compound in Table 7.
[1444],Compound 7,,,,False,IP-10 induction was highest for compositions including this compound in Table 7.
[1444],Compound 20,,,,False,IP-10 induction was highest for compositions including this compound in Table 7.
[1444],Compound 11,,,,False,IL-6 induction was lowest and IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 12,,,,False,IL-6 induction was lowest and IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 28,,,,False,IL-6 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 10,,,,False,IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 13,,,,False,IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 15,,,,False,IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 17,,,,False,IP-10 induction was lowest for compositions including this compound in Table 7.
[1444],Compound 2,,,,False,
[1444],Compound 5,,,,False,
[1444],Compound 6,,,,False,
[1444],Compound 14,,,,False,
[1444],Compound 16,,,,False,
[1444],Compound 18,,,,False,
[1444],Compound 22,,,,False,
[1444],Compound 23,,,,False,
[1444],Compound 24,,,,False,
[1444],Compound 25,,,,False,
[1444],Compound 27,,,,False,
[1444],Compound 29,,,,False,
[1444],Compound 30,,,,False,
[1444],Compound 136,,,,False,
[1444],Compound 137,,,,False,
[1444],Compound 138,,,,False,
[1444],Compound 139,,,,False,
[1444],Compound 140,,,,False,
[1444],Compound 141,,,,False,
[1444],Compound 143,,,,False,
[1444],Compound 144,,,,False,
[1445],MC3,,,,False,Reference compound in Table 8.
[1445],Compound 1,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 6,,,,False,Somewhat increase sC5b-9 levels relative to saline in Table 8.
[1445],Compound 9,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 18,,,,False,Somewhat increase sC5b-9 levels relative to saline in Table 8.
[1445],Compound 24,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 25,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 29,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 30,,,,False,Slightly decrease sC5b-9 levels relative to saline in Table 8.
[1445],Compound 136,,,,False,
[1445],Compound 139,,,,False,
[1445],Compound 140,,,,False,
[1445],Compound 141,,,,False,
[1446],MC3,,,,False,Reference formulation in Table 9.
[1446],PBS,,,,False,Phosphate buffered saline control in Table 9.
[1446],Compound 3,,,,False,
[1446],Compound 24,,,,False,
[1446],Compound 25,,,,False,
[1446],Compound 30,,,,False,
[1447],Compound 6,,,,False,DSPC:Chol:PEG-DMG (50:10:38.5:1.5)
[1447],Compound 18,,,,False,DSPC:Chol:PEG-DMG (50:10:38.5:1.5)
[1447],MC3,,,,False,DSPC:Chol:PEG-DMG (50:10:38.5:1.5)
[1447],Compound 25,,,,False,
[1447],Compound 30,,,,False,
[1447],Compound 108,,,,False,
[1447],Compound 109,,,,False,
[1447],Compound 110,,,,False,
[1447],Compound 111,,,,False,
[1447],Compound 112,,,,False,
[1447],Compound 60,,,,False,
[1447],Compound 122,,,,False,
[1448],Compound 6,,,,False,
[1448],Compound 18,,,,False,
[1448],MC3,,,,False,
[1448],Compound 25,,,,False,
[1448],Compound 30,,,,False,
[1448],Compound 108,,,,False,
[1448],Compound 109,,,,False,
[1448],Compound 110,,,,False,
[1448],Compound 111,,,,False,
[1448],Compound 112,,,,False,
[1448],Compound 60,,,,False,
[1448],Compound 122,,,,False,
[1449],Compound 6,,,,False,
[1449],Compound 18,,,,False,
[1449],MC3,,,,False,
[1451],Compound 3,,,,False,
[1451],Compound 18,,,,False,
[1451],Compound 24,,,,False,
[1451],Compound 25,,,,False,
[1451],Compound 30,,,,False,
[1451],MC3,,,,False,
[1452],Compound 28,,,,False,"Liver level: 49.6 ng/g, Spleen level: 268 ng/g (0.2 mpk dose); Liver level: 665 ng/g, Spleen level: 551 ng/g (2 mpk dose)"
